8/8/4p3/4K2n/5P1k/1Q6/8/7q w - - 2 60
8/3n1pkp/Nrbq2p1/Q3p3/1p1pP3/3B1P1P/1P4P1/2R3K1 w - - 15 39
8/p1p2ppk/1p5p/8/2P2Q1P/PP2R2q/5B2/3r2K1 w - - 6 33
8/6p1/1p4Bp/1Pk2p1P/p1P2P2/P1K5/8/5b2 w - - 4 52
8/1R6/1p1kp3/1p1p1p2/8/P1P2K2/1P6/4r3 w - - 8 67
8/r5k1/8/3Pq2p/5pp1/3Qb3/P5PP/4R1NK w - - 15 56
8/pr5p/4nk2/5pp1/8/P3BPPP/2R2K2/8 w - - 1 38
8/1bBk4/3P4/6Kp/7P/8/8/8 w - - 0 58
8/2r2p1k/q3pb1p/5p1P/p4P2/1P1R1NP1/P2Q1K2/8 w - - 0 47
8/pp3Np1/2p1kn1p/2P4P/1P6/P2r1P2/5P2/2K4R w - - 1 28
8/p3rkpp/1p2p3/1P6/2P1RP2/1Pr3P1/6PK/1R6 w - - 7 32
8/1r3ppk/p1r2b2/5P1p/pP3B2/2nB2P1/1RP3KP/5R2 w - - 2 38
8/2b1k1pp/4pn2/pB1r1p2/Pp3P2/4P3/1P3PKP/2B3R1 w - - 2 29
8/2q3nk/6pp/8/P3Qp2/7P/1P4PK/8 w - - 1 51
8/2r1k2p/5bp1/1p1B1p2/pP3P2/4PK2/P2R1P1P/8 w - - 3 38
8/3n1ppk/1q2pn2/p2p1b1p/1p1P4/1P1N1PP1/PB5P/2Q2B1K w - - 1 34
8/8/5pk1/r7/PR3K1P/5P2/8/8 w - - 1 55
8/2knB3/7p/3bp1p1/p4p2/2P3PP/P4P2/3BK3 w - - 0 33
8/1r5p/1p2pk1P/pB1p1p2/P2P1Pn1/1R2P2R/KP6/4r3 w - - 23 77
8/6pk/1r2p2p/2R2p2/p2PqP2/4P3/PP6/K1Q5 w - - 32 89
8/R3b3/3p1k2/1rpPp1p1/1p3p1p/1P1P1P1P/1PP1K1P1/6B1 w - - 6 40
8/1p6/1Ppk2p1/r2npr1p/p1R4P/P2PBPP1/5K2/1R6 w - - 57 61
8/p4p1k/1p2b1pp/4P3/1B1R1P2/P3K2P/3R2P1/2r4r w - - 4 35
8/2pb1p2/2r1k3/p1P1P2p/p1PR2pP/2K1B1P1/5P2/8 w - - 0 50
8/p5p1/2B2b2/1P1K3P/Pk6/8/8/8 w - - 39 83
8/5b2/1pB2pk1/p3p2p/P3P1p1/2P1P1P1/7P/5K2 w - - 5 55
8/6R1/1r6/6pk/5p2/7P/8/6K1 w - - 0 53
8/ppp1b1n1/2k1b3/2p1Prp1/2P1N3/1P6/P2B1PNK/R7 w - - 4 31
8/2b2p2/1pb1p1k1/p1p1P1p1/P1P1p2p/1P2P2P/3q1PP1/B1N2QK1 w - - 54 68
8/4bkpp/pp3p2/2BPp3/1P6/3K2P1/P4P1P/8 w - - 0 32
8/p1r4r/1pp3p1/3k1p1p/3P1P2/R3PKP1/1P5P/R7 w - - 11 34
8/1pr1kp2/1p4p1/p3P2p/P1bR1P1P/1P4P1/5K2/8 w - - 0 40
8/2r4p/4kPpP/1p2P1P1/p1bB1K2/P1P5/5R2/8 w - - 69 100
8/4k3/8/2R5/4KP2/2p4r/2P5/8 w - - 28 77
8/2R2ppk/7p/3b3P/5K2/2P2PP1/5B2/5r2 w - - 43 74
8/3n4/p5k1/4p2p/2N1P3/5P2/2PK3R/6r1 w - - 0 45
8/R2b4/4k3/5p2/1r2pP2/4K3/4B3/8 w - - 5 43
8/4rp2/p1R3pp/1p3k2/1P6/P5P1/B3nPKP/8 w - - 27 40
8/p2r4/2p2kp1/R6p/8/P5P1/1P3PK1/8 w - - 7 46
8/8/4k3/2R5/1P2n3/3r4/K7/8 w - - 1 62
8/1p1r4/p1b3k1/P3q1p1/2pNP2p/2P2P2/5QP1/5RK1 w - - 7 54
8/4bpk1/4p1n1/3pP3/3P2Qp/2Bq4/1P3PNK/8 w - - 6 43
8/5pp1/pn4k1/1n1p3p/3P4/1N2PPB1/5KPP/8 w - - 8 44
8/1b3pk1/4p1p1/p2qP1bp/1p1P4/1P2P2P/P1Q3P1/4R1K1 w - - 14 42
8/5rk1/P1R5/3p1bpp/8/6K1/2P1p1PP/4N3 w - - 0 39
8/4p3/2Rp1kp1/2nP1p1p/3b3P/4NBP1/4PPK1/2r5 w - - 8 37
8/8/3k1B2/8/6B1/3bn2P/5PP1/2r3K1 w - - 31 66
8/7k/8/7B/6pP/6K1/8/8 w - - 1 86
8/1pp4p/2p1k3/4P1P1/1PP1K3/p6P/P5r1/R7 w - - 1 40
8/3Pb3/p3k1p1/Bp5p/n7/5B2/6P1/1K6 w - - 4 34
8/5b2/3n1k2/4n3/6PK/2R2P2/4B3/8 w - - 1 74
8/8/5rk1/2R1b1p1/6Kp/r4B1P/2R3P1/8 w - - 11 52
8/2bB4/4pkb1/p3p3/P1N1P1Pp/4K3/7P/8 w - - 5 57
8/8/B7/R3pk2/5n1p/8/2n2P2/7K w - - 13 64
8/1pr1k3/p2p1pq1/3Pp2p/4P2P/P2Q2P1/1PP5/1K3R2 w - - 0 32
8/4r2k/3R2p1/5p1p/5P1P/3Q2P1/q4P1K/8 w - - 55 84
8/5p1r/8/8/5pk1/R6p/7K/8 w - - 10 64
8/5k2/8/1r6/5Pp1/6P1/4RK2/8 w - - 14 51
8/3N4/4p3/p1R1P2p/P2pk2r/1r6/8/K1R5 w - - 2 52
8/4bPk1/6P1/8/1pK5/1B6/8/8 w - - 7 65
8/6k1/2p1np1p/R1P1p3/4P3/1r1BK1P1/7P/8 w - - 5 52
8/3k4/pppb1p2/2p1p1p1/P1P1P2p/1PPK1P1P/5P2/2B5 w - - 55 54
8/1b3k2/2p1R2B/1p1n1r2/1n1P2NR/8/2r2PP1/5BK1 w - - 1 37
8/1bp3kp/n1p3p1/R1P5/8/2KBr3/3N2PP/8 w - - 0 36
8/r4k2/1rp2p1p/p1Rp1p1P/P2PpPq1/1P1QP1P1/5K2/7R w - - 0 55
8/1p2nrpk/2p2q1p/p1P1R3/2QP3N/P5P1/1P4PK/8 w - - 6 41
8/1p3p2/5n1k/1b2p3/1P2P3/3P1BP1/1r3P1P/3R1K2 w - - 1 42
8/1b2p1k1/4Pp2/2bN1P2/4K3/8/8/2B5 w - - 12 71
8/p2Qrk1r/Pp5P/8/3P2p1/8/6K1/8 w - - 3 51
8/1q5k/4p1p1/4p2p/3nP2P/8/1p3QP1/1N4K1 w - - 7 64
8/8/5k2/pBp1bpp1/P1P5/5KPP/5P2/8 w - - 3 42
8/7p/3Q2pk/8/2r5/7P/5qB1/3R3K w - - 11 43
8/2R2p2/4pk1p/6p1/1P6/2P2K1P/1r3PP1/8 w - - 4 41
8/1pkb4/8/p3r3/5N1K/2P5/PP5R/8 w - - 4 56
8/8/2p1k2p/5pbp/pPPP1p2/P4P2/1B3PK1/8 w - - 0 46
8/8/2r2pkp/1R6/1P3RP1/r7/6P1/6K1 w - - 1 33
8/2r2k2/4pp2/6p1/1P3bP1/1b3P2/1P2BB2/1K1R4 w - - 1 39
8/pp2kp2/2p2p2/4q3/1P6/P2Q2P1/5PPK/8 w - - 5 42
8/8/5kp1/2p5/1p1pBb2/1P1P1P2/2P2P2/5K2 w - - 9 62
8/r4k2/2R5/2pKp1p1/3b2Pp/7P/4R3/8 w - - 4 59
8/p2k1n2/1p5p/r3p3/P1R1N3/2P1K1P1/4P2P/8 w - - 10 37
8/4B3/8/5p2/p3bKp1/Pk2P1P1/8/8 w - - 7 59
8/2k5/6R1/1b6/2p5/1P1p4/3K4/8 w - - 0 54
8/kpp3p1/2nr2p1/p1r3P1/3p1P1P/PPPRnB2/1K2N3/3R4 w - - 7 55
8/p7/1p5N/3p4/4bk2/PP6/8/2K5 w - - 0 64
8/5p1k/8/2b1Pp2/B7/2r3P1/4R1K1/8 w - - 0 59
8/2pk4/4pp2/3p4/3P2P1/P4P2/1PP2qbN/2KQ4 w - - 3 41
8/3k4/6p1/p3r2p/6rP/PP6/5QP1/6K1 w - - 0 63
8/6r1/p3p2R/P3k3/8/1R4p1/5KB1/2r5 w - - 0 52
8/4Qpk1/P4qp1/8/r6P/8/4BPK1/8 w - - 11 51
8/4k3/8/P7/6P1/4r2P/KPP5/8 w - - 1 66
8/5pp1/2p1p1k1/3bP3/r5Pp/1NP1KP1P/P1R5/8 w - - 5 39
8/p1pr3p/3b1k2/3n1p2/5P2/1P2PK1R/P4P1P/2R5 w - - 13 29
8/pr3p2/2p1p1k1/R3P2p/6p1/4KbPP/P4P2/R7 w - - 2 32
8/8/b2k1p1p/Np2pPnP/1Pp1P3/2P1K3/6B1/8 w - - 10 43
8/q4bk1/p2prp1p/Pp4p1/1P2PP2/6P1/3Q2PK/1B1R4 w - - 0 36
8/r4p2/4p1k1/6Pp/p6P/5RPK/8/8 w - - 8 53
8/6p1/5b2/7R/5k2/3K4/Pr5N/8 w - - 0 46
8/4b1p1/1k1p1p1p/1p2pP1P/PB2P1P1/1P1K4/8/8 w - - 1 63
8/3bkp2/1p4pp/1P1p4/2rN1PP1/3K3P/8/R7 w - - 8 47
8/1p6/p1b2p2/P3b3/1PP4k/4K2P/8/3R4 w - - 2 44
8/8/3p1k2/3Pp3/8/PP1Bb3/2K4r/4R3 w - - 7 55
8/2bk1p2/2R1p1p1/1P5p/P6P/8/r1B2PKP/8 w - - 1 41
8/R7/1pr3k1/4Pp1p/pB3P2/1b6/r5PP/4R1K1 w - - 7 51
8/1b2bpkp/4p3/p5P1/Np2P2R/1B2K1P1/PP5P/2r5 w - - 7 30
8/5p2/5kpp/2n5/3N4/r5P1/4RPKP/8 w - - 16 55
8/2p5/4bb2/1p6/pP3Pkp/P1P3P1/1K1R3P/8 w - - 0 42
8/r5pk/2Rpb2b/3Np2p/4r2P/1N4P1/1PP5/1K1R4 w - - 0 37
8/1k6/p1p5/3R3P/8/P1N1b3/KP5r/8 w - - 0 37
8/R7/5kp1/4r3/8/4K3/5PP1/8 w - - 10 58
8/p2k4/Pp2p2n/3pPp2/2pPnN2/2P4P/1P2B1K1/8 w - - 3 40
8/b1r3k1/1p4p1/1R3p1p/P6P/3nB3/B4PK1/8 w - - 15 46
8/8/3p1kp1/2p5/2P3KP/2b5/4R3/8 w - - 3 52
8/5B2/3b3p/p3p3/P5P1/5k2/1P6/4K3 w - - 2 54
8/4r2k/6Rp/6pP/6P1/6K1/5P2/8 w - - 3 39
8/5k2/ppq2pp1/3R4/P1P3P1/1P1Q3K/1r6/8 w - - 0 51
8/6pp/1p1kpr2/p3R3/4KP2/2P3P1/P1P4P/8 w - - 0 31
8/2pk3p/p2r1pp1/r1p5/P1R1PP1P/1P1RK3/8/8 w - - 3 34
8/1R6/6pk/4p3/3b4/3P2Pp/6rP/3R3K w - - 28 63
8/8/Pbbk2pp/5p2/1PB5/4PP1P/3K2P1/8 w - - 5 41
8/7p/4k3/5p2/3K1P1P/3B4/6P1/r7 w - - 11 52
8/2N5/6k1/6P1/P2b4/1K2p3/8/8 w - - 0 60
8/8/7r/4K3/Bk6/1P6/8/8 w - - 18 85
8/7p/4k3/7P/r4PP1/5K2/3B4/8 w - - 7 55
8/5p2/4b1k1/3NB3/p3P3/3BK2r/8/8 w - - 10 55
8/2r3k1/1p3rp1/pPbRp3/P3P1B1/5PK1/8/2R5 w - - 8 55
8/4Rpk1/8/1pq3p1/p1b2p1p/P1P2B1P/1P1R1PP1/6K1 w - - 6 46
8/8/5nk1/2q2r1p/8/3Q1pP1/5N1P/R5K1 w - - 8 69
8/5R2/2b3k1/2r4p/4n3/5R1P/6PK/8 w - - 73 100
8/1q1k2p1/5b1p/p1pp4/P3R3/1P4PP/3NR2K/8 w - - 0 46
8/5k2/5p2/7p/7P/4BbP1/5P2/R2r1K2 w - - 0 62
8/p7/8/p5p1/K4kB1/5P1P/3b1P2/8 w - - 59 67
8/1b2k3/6p1/4r1Pp/4PR1K/3B3P/8/8 w - - 15 60
8/2R5/3R4/4kp2/1r6/4r1PK/8/8 w - - 3 48
8/8/p7/1pPkpp1p/1P2b2P/2K1P1P1/8/2N5 w - - 7 85
8/8/P1kp4/6R1/K3r2p/7P/8/8 w - - 0 57
8/6k1/5pp1/2p1p3/P1Br2P1/1Pb1K3/2P5/6R1 w - - 0 40
8/2Qn1pk1/4pnpp/8/q1NP4/4PPP1/4BK1P/8 w - - 7 32
8/5k2/p2p1npp/1p1Pp3/1P2P1P1/1P3K1P/6N1/8 w - - 5 45
8/8/3k2B1/1r4Kp/7P/5b2/5R2/8 w - - 10 86
8/4Bpk1/4b1p1/1p2P1Q1/p5P1/P4PK1/1Prr4/8 w - - 12 48
8/8/3Q4/k5P1/1p6/3p1PKp/2q4P/8 w - - 0 67
8/3r4/p7/P1n1K1Bk/7P/R2p4/8/8 w - - 0 58
8/5k2/p1R3p1/b2N3p/1p5P/4PKP1/r7/8 w - - 0 56
8/8/2k5/8/8/7P/8/7K w - - 49 97
8/5pk1/2R5/2Pp2p1/2q5/R4P2/5PK1/8 w - - 4 43
8/6k1/1p1p4/1N1P3p/2P2R2/6P1/2q4K/8 w - - 74 110
8/4kp2/8/1p2KBP1/1Pb5/8/8/8 w - - 29 66
8/1p4kp/3R2p1/2q2p2/P7/6RP/7K/8 w - - 0 47
8/2p2B2/pr6/4k3/1p2p3/6P1/P4K1P/2R5 w - - 4 45
8/p3kpp1/1pb2n1p/2p2P2/2P1PB2/1KPr1BP1/P6P/4R3 w - - 15 32
8/5P2/8/4K3/1p4k1/1P6/8/7q w - - 0 48
8/7k/4p2P/2Bp1p2/2pP1P1R/2P3K1/4b3/2r5 w - - 1 97
8/8/ppnk2pp/2p2p2/P1P2P2/1P4PP/4K3/3B4 w - - 8 47
8/7k/6p1/q5Kp/P2Q1P1P/8/5P2/8 w - - 1 75
8/1pN1k1pp/8/8/4r3/1P1n4/6PP/R5K1 w - - 5 29
8/8/7p/8/4pk2/p6P/Pr1RKPP1/8 w - - 4 42
8/r7/3npkp1/1pNp3p/3P1PP1/pKP4P/8/1R6 w - - 0 40
8/1bp4p/4kPp1/3p4/1b3PP1/7P/1B5K/1N6 w - - 1 31
8/8/3k4/2pBp1p1/6K1/5PP1/8/4b3 w - - 13 50
8/8/1P4p1/7p/4k2P/r3B3/5PK1/8 w - - 35 79
8/1p2k3/p4p2/2P3p1/P3b1B1/1KP1r2P/8/3R4 w - - 8 41
8/2R5/kB6/P2K4/6r1/8/3r4/8 w - - 17 68
8/6b1/1r1p2k1/6p1/p1KpP1P1/B7/1P6/5R2 w - - 22 49
8/5pk1/4p1pp/4P3/5P2/2R3QP/3q1rPK/8 w - - 48 68
8/p2k1pp1/Ppp5/6p1/3n1r2/3BR3/6K1/8 w - - 18 46
8/BN5p/5kp1/3bpp2/8/8/1P3KPP/8 w - - 4 38
8/4r1kp/6p1/5p2/1Rp5/2P5/P5PP/4K3 w - - 3 45
8/2k5/4b2p/5p2/1R2B1p1/6P1/5PKP/2r5 w - - 0 46
8/p1bk4/8/2pb4/P2p1p2/1PrB1P2/2PK2PP/4R3 w - - 11 74
8/rr1nkppp/p1p1bn2/4p3/P5P1/2P4P/3N1P2/1R2KBNR w - - 0 20
8/1p4kp/6p1/5p2/7P/1B2n3/PPP3b1/1K2B3 w - - 0 31
8/pp2k1r1/1qp1p1R1/1n1pPrP1/3P4/1P2B3/2P2P2/2KQ4 w - - 0 29
8/8/6p1/2B3P1/4k2K/5p2/4b3/8 w - - 40 66
8/p7/1p1k4/3p2B1/5P2/1P4KR/2rr2PP/8 w - - 3 44
8/4k3/2R1b1p1/1p6/4PPp1/4b1P1/3N4/4KB1r w - - 1 36
8/1p4qk/p1p3np/P1P5/8/7Q/3B3P/6K1 w - - 6 72
8/1p3p1p/p3kp2/4p3/4P3/4K1P1/PPP2P1P/8 w - - 4 23
8/1pr2k1p/2n1p3/4bpB1/P7/1KP4P/BP6/3R4 w - - 0 39
8/5k2/p3pnpp/1p2r3/P1p5/5P2/1PKR2PP/3R4 w - - 0 35
8/8/8/8/6p1/8/4K1k1/8 w - - 6 54
8/1pkr1pb1/p1p5/8/3N4/4P3/qP1QBP1n/2R1K3 w - - 2 25
8/3b4/8/1p1k2p1/8/PPKN1PP1/8/8 w - - 0 48
8/8/k7/6R1/p7/r4pK1/5P2/8 w - - 22 55
8/8/8/4pk2/pr5p/4PP2/1PR1KP2/8 w - - 0 48
8/1pq3pk/p1rp1p1p/P3r3/R1bQP3/2N4P/1PP3PK/R7 w - - 8 40
8/p1kn3Q/R3p3/2q4p/1p4p1/1P4P1/P4P1P/2r2BK1 w - - 1 34
8/1p1r1pkp/5p2/3b1p2/3P1P2/R1P4P/2rNRKP1/8 w - - 7 34
8/4kp1p/4p1pP/3pP1K1/1pbR1PP1/r7/2P5/3B4 w - - 42 71
8/2R3pk/2pr1b1p/5p1P/1P3P2/2B3P1/1P6/4K3 w - - 3 47
8/4k3/6R1/2p1r1p1/8/2P3P1/2P2PK1/8 w - - 8 42
8/8/5R2/2pk4/1p3P2/3bB3/P1r5/4K3 w - - 1 53
8/5r1k/3PR1p1/5p2/PR5p/6b1/6P1/2r2BK1 w - - 2 47
8/7k/pp6/7p/4Pp2/1PbqnPrP/P4RP1/2R3QK w - - 6 46
8/1p6/3R4/1Np4p/1bP3k1/5pP1/2b1rP2/2R2K2 w - - 12 80
8/5k2/5p2/2N2Ppp/8/5KP1/3r1B2/8 w - - 18 53
8/1b2q1kp/pb3pp1/np1p4/3P3P/PP1BBN2/3Q1PP1/6K1 w - - 11 37
8/4b1k1/1pp1Bppp/p3n3/2P5/P3R3/qP1Q2PP/7K w - - 2 33
8/B2n1k1p/1p3b2/1b6/1P1R1PP1/P7/7P/6K1 w - - 1 29
8/3k1p1p/2nr2p1/8/1p6/4N1PP/P4PK1/2R5 w - - 9 37
8/3k4/1R6/b4pp1/3Pp2p/4PPnP/5KP1/8 w - - 52 70
8/5p1k/4p1p1/1p2P2p/1B3PnP/P5PK/2q5/6Q1 w - - 6 58
8/8/3k1Bp1/3p1p2/N1p2K1P/6P1/8/4r3 w - - 2 83
8/6pk/1B1p4/p5r1/8/6K1/1R6/8 w - - 0 59
8/p1r2pkp/R1N5/8/p2Pn1P1/2P5/5K1P/8 w - - 1 37
8/6k1/2q2p2/3Nb1pp/1p2P3/1P6/3Q3P/7K w - - 2 46
8/8/1p3p2/1pkpp2R/4r3/P1P2N2/1P2K3/8 w - - 1 53
8/3rkn2/p2rp3/2Q5/P6P/1p4R1/1Pb2PP1/6K1 w - - 7 35
8/4k1pp/N7/4r3/P7/1P4P1/2P2P1P/6K1 w - - 1 31
8/6k1/4r3/2R5/4pK2/4P3/5P2/8 w - - 5 51
8/5p2/p2r2k1/1p5p/1P1p1Pb1/P4BP1/5K2/3R4 w - - 16 59
8/2r2pk1/1RN3pp/8/n7/4P1KP/r5P1/3R4 w - - 0 41
8/5pkp/4p1p1/p3P1P1/5Pb1/PP1QKq2/4N3/8 w - - 1 42
8/2p1n3/1p5n/p2p1k1P/P2P4/2P2K2/2P2P2/6R1 w - - 9 49
8/5pk1/p3r1p1/6P1/2Q2P2/5K2/8/8 w - - 13 52
8/pp2rk1p/2p2P2/8/P2r4/8/P3BR1K/8 w - - 0 37
8/5p2/4p3/5bP1/4k1r1/1K6/1B3R2/8 w - - 6 78
8/2b2k2/p1p5/P2b1pp1/1B1P4/2R3Pp/7P/6K1 w - - 0 40
8/p5p1/1p6/1Pp1nk2/P1P5/8/4PN2/b1B2K2 w - - 1 43
8/5k2/8/pB1p1p1p/2pP1P1P/P1P5/2b1K3/8 w - - 22 65
